# OUT-OF-CORPUS QRELS for SQUAD evaluation set on FineWeb
# Generated: 2026-02-07T23:38:23.666152
# Model: Qwen/Qwen3-8B
# Top-K: 100
# Total questions: 10570
# Questions out-of-corpus: 3010
#
# Format: qid, question, official_answer
#====================================================================

10288, What was the importance of the congress?, format of the congress and many specifics of the plan became the prototype for confederation during the War of Independence
10294, What difficulties was Shirly having?, efforts to fortify Oswego were bogged down in logistical difficulties  exacerbated by Shirley's inexperience
10299, Who won the battle of Lake George?, inconclusively  with both sides withdrawing from the field
10300, Where did Johnson stop?, Fort William Henry
10301, Where was French withdrawal to?, Ticonderoga Point 
10304, What other clashes were involved in taking Louisbourg?, Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757
10311, When did England formally declare war on France?, May 18  1756
10312, Where was there a weakness in British supply chain?, Oneida Carry
10313, What was the attack on the British weakness?, Battle of Fort Bull
10314, How much gun powder was destroyed in attack?, 45 000 pounds
10315, What plans of the British did this attach on Oneida Carry set back?, hopes for campaigns on Lake Ontario  and endangered the Oswego garrison
10320, What was Loudoun's plans for 1757?, attack on New France's capital  Quebec
10327, What was causing New France to have issues with resupplying?, British blockade of the French coastline limited French shipping.
10328, What other reason caused poor supply of New France from a difficult winter?, poor harvest
10332, Pitt's plan called for what attacks?, three major offensive actions involving large numbers of regular troops
10337, What impact did this loss have on Abercrombie?, recalled and replaced by Jeffery Amherst  victor at Louisbourg.
10342, What was the significance of victory at Forth Niagara for British?, cut off the French frontier forts further to the west and south
10344, What victory at thwarted efforts of French relief ships., naval Battle of the Restigouche
10346, What were requests made to British?, freedom to continue worshiping in their Roman Catholic tradition  continued ownership of their property 
10350, What choice did French have for surrendering land?, continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique
10351, Why did France choose to give up continental lands?, value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent
10352, How many French colonists were gained by British?, 80 000
10354, Where did British resettle many Acadians?, throughout its North American provinces
10358, What lands were reserved for natives?, west of the Appalachian Mountains
10365, What was the belief that maintaining motion required force?, fundamental error
10366, Who had mathmatical insite?, Sir Isaac Newton
10367, How long did it take to improve on Sir Isaac Newton's laws of motion?, nearly three hundred years
10368, Who develped the theory of relativity?, Einstein
10373, What are weak and electromatic forces expressions of?, electroweak interaction
10375, What was the concept of force an integral part of?, Aristotelian cosmology
10391, What sate are things inside of a moving vehicle as seen by a  person inside the vehicle?, at rest
10394, What makes day length constant on Earth?, rotational inertia of planet
10396, What do astronaughts experience while in free-fall?, weightlessness
10399, What kind of measurements define accelerlations?, kinematic
10403, When forces are from the presence of differnet objects  what law gives symmetry?, Newton's Third
10411, What is used to quantify the intuitive undestanding of forces?, standard measurement scale
10412, What offers a conceptual definition of force?, Newtonian mechanics
10414, How are forces classified with regard to push and pull strengt?, vector quantities
10416, How do you avoid problems when determining forces involved on an object from two or more sources?, Associating forces with vectors
10424, Whwn forces are at right ngles to each other what can they be broken down to?, independent components
10438, Who first described dynamic equilibrium?, Galileo
10442, Where does a canonball dropped from the crow's nest of a ship actually land?, foot of the mast
10447, What equation currently decribes the physics of force., Schrödinger
10449, How are the forces derived from fields treated similarly to?, classical position variables
10457, How are the particle forces and accelerations explained as by gauge bosons exchange?, mathematical by-product
10459, What is more fundamental than force in quanton field theory?, conservation of momentum
10470, What type of physics model did Einstein fail to make?, self-consistent unification
10473, How fast do objects fall on Earth?, about 9.81 meters per second squared
10476, How might gravity effects be observed differently according to Newton?, at larger distances.
10480, What is used to figure the relative strengh of gravity?, Newton's Universal Gravitation Constant 
10495, What is the law named that defines a charge moving through a magnetic field?, Lorentz's Law
10507, What is often misunderstood as the cause of matter rigidity?, repulsion of like charges
10508, What actually causes rigidity in matter?, the Pauli exclusion principle
10510, How is the Pauli exclusion priciple manifested in the macro world?, as a structural force
10511, What is often misunderstood as the cause of matter rigidity?, repulsion of like charges
10512, What actually causes rigidity in matter?, the Pauli exclusion principle
10514, How is the Pauli exclusion priciple manifested in the macro world?, as a structural force
10515, What does stong force act upon?, elementary particles
10516, What can be seen between hadrons?, residual of the force
10518, How are nuclear forces transmitted?, as gluons
10524, At what temperature do weak and electromagnetic forces appear the same?, approximately 1015 kelvins
